URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,22.0,7.0,0.5172413614744358,0.08011049701626935,12.606060606060606,0.6514423076923077,5.303001165501166,12.606060606060606,271.0,416.0,3.2468827930174564,2.0,8.545673076923077
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,28.0,3.0,0.8064515868886585,0.06753812621451388,13.972972972972974,0.688588007736944,5.864624392283968,13.972972972972974,356.0,517.0,3.3163064833005893,3.0,8.901353965183752
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,22.0,6.0,0.5714285510204089,0.0851063827200414,11.71875,0.6453333333333333,4.945633333333333,11.71875,242.0,375.0,3.2814207650273226,4.0,9.085333333333333
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,17.0,6.0,0.4782608487712674,0.07012195100572576,13.777777777777779,0.6370967741935484,5.765949820788531,13.777777777777779,237.0,372.0,3.2335164835164836,3.0,8.78763440860215
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,59.0,22.0,0.45679011781740597,0.09747292407042969,12.233766233766234,0.5934182590233545,5.130873797115836,12.233766233766234,559.0,942.0,3.1436343852013056,4.0,8.479830148619957
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,11.0,2.0,0.6923076390532585,0.047272727100826445,12.222222222222221,0.5666666666666667,5.115555555555556,12.222222222222221,187.0,330.0,3.0375,2.0,8.124242424242425
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,43.0,7.0,0.7199999856000003,0.08532423193630677,13.851063829787234,0.6236559139784946,5.789887897506292,13.851063829787234,406.0,651.0,3.1029641185647425,8.0,8.284178187403993
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,9.0,4.0,0.3846153550295881,0.060185184906550074,10.583333333333334,0.5905511811023622,4.469553805774279,10.583333333333334,150.0,254.0,3.292682926829268,3.0,8.929133858267717
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,17.0,5.0,0.5454545206611581,0.07260726048644468,14.5,0.6074270557029178,6.042970822281167,14.5,229.0,377.0,3.3135593220338984,4.0,8.803713527851459
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,23.0,7.0,0.5333333155555561,0.09646302219786809,11.533333333333333,0.6213872832369942,4.861888246628131,11.533333333333333,215.0,346.0,3.168639053254438,2.0,8.624277456647398
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,13.0,2.0,0.7333332844444478,0.05703422031545924,10.419354838709678,0.5510835913312694,4.388175372016379,10.419354838709678,178.0,323.0,2.911111111111111,2.0,7.758513931888545
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,12.0,3.0,0.5999999600000027,0.05434782589004411,10.935483870967742,0.6017699115044248,4.614901512988867,10.935483870967742,204.0,339.0,3.093655589123867,2.0,8.215339233038348
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,13.0,3.0,0.6249999609375024,0.05925925903978052,10.966666666666667,0.5531914893617021,4.607943262411347,10.966666666666667,182.0,329.0,2.9221183800623054,2.0,7.972644376899696
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,18.0,2.0,0.799999960000002,0.0754716978284087,10.451612903225806,0.6481481481481481,4.439904420549582,10.451612903225806,210.0,324.0,3.1645569620253164,2.0,8.314814814814815
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,21.0,3.0,0.7499999687500013,0.08988764011278037,10.741935483870968,0.6186186186186187,4.544221640995835,10.741935483870968,206.0,333.0,3.1141975308641974,2.0,8.21921921921922
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,17.0,10.0,0.2592592496570648,0.09677419320152619,10.147058823529411,0.5942028985507246,4.296504688832054,10.147058823529411,205.0,345.0,3.083582089552239,2.0,8.220289855072464
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,13.0,1.0,0.8571427959183717,0.051851851659807956,12.32,0.5974025974025974,5.166961038961039,12.32,184.0,308.0,3.1438127090301005,3.0,8.71103896103896
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,21.0,3.0,0.7499999687500013,0.06266318521497863,14.655172413793103,0.5576470588235294,6.085127789046654,14.655172413793103,237.0,425.0,2.8813559322033897,2.0,7.863529411764706
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,17.0,5.0,0.5454545206611581,0.06666666646464646,10.82857142857143,0.5620052770448549,4.556230682246514,10.82857142857143,213.0,378.0,3.0754716981132075,3.0,8.703703703703704
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,25.0,9.0,0.47058822145328766,0.07472527456104336,11.555555555555555,0.5846153846153846,4.856068376068376,11.555555555555555,304.0,520.0,3.0098231827111985,2.0,7.990384615384615
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,11.0,4.0,0.46666663555555765,0.04687499985351563,10.542857142857143,0.5880758807588076,4.452373209446381,10.542857142857143,217.0,369.0,3.047486033519553,3.0,8.159891598915989
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,48.0,14.0,0.5483870879292405,0.11231884037623399,14.761904761904763,0.6016129032258064,6.145407066052228,14.761904761904763,373.0,620.0,3.070607553366174,4.0,8.266129032258064
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,21.0,5.0,0.6153845917159773,0.05210420831241642,10.50909090909091,0.4757785467128028,4.393947782321486,10.50909090909091,275.0,576.0,2.943661971830986,2.0,8.052083333333334
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,21.0,7.0,0.49999998214285774,0.08641975281969212,12.655172413793103,0.6021798365122616,5.302940900122146,12.655172413793103,221.0,367.0,2.9523809523809526,2.0,8.168937329700272
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,31.0,24.0,0.12727272495867772,0.05933117577202678,7.919117647058823,0.4986072423398329,3.3670899557594627,7.919117647058823,537.0,1077.0,2.8107588856868397,2.0,7.573816155988858
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,17.0,20.0,-0.08108107888970058,0.06654676247023963,9.308823529411764,0.5134281200631912,3.9289006597899823,9.308823529411764,325.0,633.0,2.789983844911147,2.0,7.484992101105846
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,20.0,6.0,0.5384615177514801,0.04577464780673478,9.753623188405797,0.5973254086181278,4.14037943880957,9.753623188405797,402.0,673.0,3.0015151515151515,6.0,7.976225854383358
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,15.0,2.0,0.7647058373702448,0.05414012721611425,17.95,0.5459610027855153,7.398384401114206,17.95,196.0,359.0,2.9679300291545188,2.0,7.649025069637883
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,40.0,4.0,0.8181817995867773,0.08576998033962967,8.666666666666666,0.5301003344481605,3.678706800445931,8.666666666666666,317.0,593.0,3.064236111111111,27.0,8.047217537942664
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,4.0,1.0,0.599999880000024,0.03424657510790017,26.0,0.6282051282051282,10.651282051282053,26.0,98.0,156.0,3.423841059602649,1.0,8.615384615384615
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,13.0,3.0,0.6249999609375024,0.057142856938775514,23.357142857142858,0.5474006116207951,9.561817387505462,23.357142857142858,179.0,326.0,2.9654088050314464,2.0,7.911042944785276
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,14.0,2.0,0.7499999531250029,0.07079645986373248,16.6875,0.5168539325842697,6.8817415730337075,16.6875,138.0,267.0,2.9147286821705425,5.0,7.595505617977528
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,8.0,2.0,0.599999940000006,0.03906249984741211,10.214285714285714,0.5804195804195804,4.317882117882117,10.214285714285714,166.0,286.0,3.2348754448398576,10.0,8.853146853146853
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,15.0,5.0,0.4999999750000012,0.07434944210279018,10.7,0.4797507788161994,4.47190031152648,10.7,154.0,320.0,2.8322368421052633,16.0,7.36875
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,18.0,9.0,0.3333333209876548,0.09374999967447917,7.826086956521739,0.5027777777777778,3.331545893719807,7.826086956521739,181.0,358.0,2.798816568047337,5.0,7.284916201117318
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,8.0,5.0,0.23076921301775286,0.04347826072415297,12.172413793103448,0.5524079320113314,5.089928690045912,12.172413793103448,195.0,353.0,2.9127906976744184,2.0,7.759206798866855
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,8.0,3.0,0.4545454132231443,0.04471544697270143,20.0,0.5714285714285714,8.22857142857143,20.0,160.0,280.0,2.9160583941605838,2.0,7.832142857142857
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7.0,2.0,0.5555554938271674,0.04999999972222222,22.555555555555557,0.5763546798029556,9.252764094143407,22.555555555555557,117.0,203.0,3.1370558375634516,2.0,8.403940886699507
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,8.0,4.0,0.3333333055555579,0.07361963145018631,13.571428571428571,0.5684210526315789,5.655939849624061,13.571428571428571,108.0,190.0,3.2594594594594595,3.0,8.773684210526316
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,8.0,2.0,0.599999940000006,0.05714285681632653,17.083333333333332,0.5804878048780487,7.065528455284554,17.083333333333332,119.0,204.0,3.0969387755102042,2.0,8.07843137254902
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,10.0,3.0,0.5384614970414233,0.05603448251709275,19.0,0.5789473684210527,7.8315789473684205,19.0,154.0,266.0,2.972972972972973,2.0,8.041353383458647
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,14.0,2.0,0.7499999531250029,0.05925925903978052,16.473684210526315,0.46645367412140576,6.776055153859089,16.473684210526315,146.0,313.0,2.689542483660131,9.0,7.348242811501597
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,7.0,3.0,0.39999996000000404,0.05617977496528216,18.727272727272727,0.5679611650485437,7.718093556928508,18.727272727272727,117.0,206.0,3.09,2.0,8.184466019417476
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,7.0,5.0,0.16666665277777895,0.04347826071203529,12.384615384615385,0.5652173913043478,5.179933110367894,12.384615384615385,182.0,322.0,2.9680511182108624,4.0,7.801242236024844
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,11.0,3.0,0.5714285306122479,0.045454545306965764,19.157894736842106,0.4835164835164835,7.8565644881434356,19.157894736842106,176.0,364.0,2.7871720116618075,4.0,7.521978021978022
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,14.0,7.0,0.3333333174603182,0.09502262400442252,20.666666666666668,0.5806451612903226,8.498924731182797,20.666666666666668,144.0,248.0,3.08298755186722,3.0,8.05241935483871
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,16.0,5.0,0.5238094988662143,0.07473309581945517,16.75,0.5104477611940299,6.904179104477612,16.75,171.0,335.0,2.7537993920972643,6.0,7.57910447761194
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,13.0,4.0,0.5294117335640156,0.05862068945303211,13.037037037037036,0.5170454545454546,5.421632996632997,13.037037037037036,182.0,351.0,2.988372093023256,3.0,7.769230769230769
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,9.0,6.0,0.19999998666666757,0.07894736800554017,15.133333333333333,0.6079295154185022,6.296505139500734,15.133333333333333,138.0,227.0,3.2217194570135748,2.0,8.3568281938326
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,8.0,2.0,0.599999940000006,0.06211180085644844,18.5,0.5945945945945946,7.6378378378378375,18.5,110.0,185.0,3.1666666666666665,3.0,8.35135135135135
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,8.0,5.0,0.23076921301775286,0.07602339136828426,17.90909090909091,0.5989847715736041,7.403230272265806,17.90909090909091,118.0,197.0,3.1666666666666665,2.0,8.365482233502538
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,10.0,4.0,0.42857139795918586,0.07865168495139503,17.083333333333332,0.5853658536585366,7.067479674796748,17.083333333333332,120.0,205.0,3.1565656565656566,3.0,8.302439024390244
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9.0,2.0,0.636363578512402,0.06666666626262627,19.1,0.6073298429319371,7.882931937172775,19.1,116.0,190.0,3.2419354838709675,2.0,8.573684210526316
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,8.0,9.0,-0.05882352595155729,0.0871794867324129,14.25,0.618421052631579,5.947368421052632,14.25,141.0,228.0,3.239819004524887,3.0,8.403508771929825
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,15.0,3.0,0.6666666296296316,0.06792452804556783,12.16,0.5361842105263158,5.078473684210526,12.16,163.0,303.0,2.903010033444816,7.0,7.933993399339934
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,13.0,5.0,0.4444444197530878,0.062283736808706795,12.62962962962963,0.5777126099706745,5.282936895840122,12.62962962962963,197.0,341.0,2.9523809523809526,7.0,8.058651026392962
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,10.0,5.0,0.3333333111111126,0.04838709661810614,16.045454545454547,0.546742209631728,6.63687870203451,16.045454545454547,193.0,353.0,2.883720930232558,5.0,7.478753541076487
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,22.0,13.0,0.2571428497959186,0.10115606907180327,12.1875,0.44358974358974357,5.052435897435898,12.1875,173.0,389.0,2.7367021276595747,8.0,7.362467866323907
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,11.0,2.0,0.6923076390532585,0.04290429028744459,13.88,0.6080691642651297,5.795227665706053,13.88,211.0,347.0,3.0530973451327434,10.0,7.821325648414986
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,12.0,1.0,0.8461537810650938,0.0469314077728108,19.5,0.5673076923076923,8.026923076923078,19.5,177.0,312.0,2.8914473684210527,4.0,7.69551282051282
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,26.0,5.0,0.677419332986473,0.05927342244880799,14.45,0.5761245674740484,6.010449826989619,14.45,333.0,578.0,2.925925925925926,5.0,7.794117647058823
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,7.0,3.0,0.39999996000000404,0.042372881176386094,26.3,0.49049429657794674,10.716197718631179,26.3,129.0,263.0,2.8294573643410854,3.0,7.6311787072243344
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,9.0,1.0,0.7999999200000081,0.03389830496983626,16.6,0.5,6.840000000000001,16.6,166.0,332.0,2.8246153846153845,2.0,7.656626506024097
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,6.0,2.0,0.4999999375000079,0.05128205095332019,28.166666666666668,0.5680473372781065,11.49388560157791,28.166666666666668,96.0,169.0,3.1575757575757577,2.0,8.331360946745562
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,11.0,3.0,0.5714285306122479,0.05405405384535114,14.571428571428571,0.5032679738562091,6.029878618113912,14.571428571428571,154.0,305.0,2.8378378378378377,4.0,7.659016393442623
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,8.0,3.0,0.4545454132231443,0.04198473266418041,18.3125,0.5563139931740614,7.547525597269625,18.3125,163.0,293.0,2.9,4.0,7.600682593856655
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,5.0,1.0,0.6666665555555741,0.03389830489322992,25.0,0.595,10.238,25.0,119.0,200.0,3.2371134020618557,2.0,8.3
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,5.0,8.0,-0.23076921301775286,0.06341463383700179,17.923076923076923,0.6437768240343348,7.426741498844503,17.923076923076923,150.0,233.0,3.2387387387387387,1.0,8.021459227467812
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,5.0,11.0,-0.37499997656250145,0.06425702785438944,16.529411764705884,0.501779359430605,6.8124764496545955,16.529411764705884,141.0,281.0,2.7870036101083033,6.0,7.341637010676156
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,6.0,1.0,0.7142856122449125,0.025925925829903978,15.5,0.5129032258064516,6.405161290322581,15.5,159.0,310.0,2.882758620689655,1.0,7.719354838709678
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,6.0,1.0,0.7142856122449125,0.04487179458415516,18.88888888888889,0.5882352941176471,7.790849673202615,18.88888888888889,100.0,170.0,3.206060606060606,1.0,8.529411764705882
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,12.0,2.0,0.7142856632653098,0.0693069303499657,22.9,0.5458515283842795,9.378340611353712,22.9,125.0,228.0,3.1266968325791855,1.0,8.364035087719298
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,9.0,6.0,0.19999998666666757,0.06355932176457915,12.73913043478261,0.5119453924914675,5.300430330909631,12.73913043478261,150.0,293.0,2.9680851063829787,2.0,7.897610921501706
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,14.0,4.0,0.5555555246913597,0.06569343041717726,17.5,0.5142857142857142,7.2057142857142855,17.5,162.0,315.0,2.831168831168831,1.0,7.653968253968254
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,5.0,1.0,0.6666665555555741,0.027649769457835163,17.266666666666666,0.5328185328185329,7.1197940797940795,17.266666666666666,138.0,259.0,3.059288537549407,1.0,8.046332046332047
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,7.0,1.0,0.7499999062500118,0.04819277079401946,29.833333333333332,0.5921787709497207,12.170204841713222,29.833333333333332,106.0,179.0,3.1206896551724137,2.0,8.100558659217876
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,6.0,2.0,0.4999999375000079,0.04145077698730167,14.733333333333333,0.6153846153846154,6.13948717948718,14.733333333333333,136.0,221.0,3.25,1.0,8.46606334841629
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,7.0,2.0,0.5555554938271674,0.04017857124920281,15.166666666666666,0.5091575091575091,6.27032967032967,15.166666666666666,139.0,273.0,3.1818181818181817,3.0,8.31868131868132
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,5.0,1.0,0.6666665555555741,0.028846153707470415,14.375,0.5391304347826087,5.9656521739130435,14.375,124.0,230.0,3.0538116591928253,2.0,8.043478260869565
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,11.0,2.0,0.6923076390532585,0.06701030893293655,35.666666666666664,0.5841121495327103,14.500311526479749,35.666666666666664,125.0,214.0,2.9952380952380953,2.0,7.710280373831775
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,5.0,7.0,-0.16666665277777895,0.05309734489779936,25.0,0.552,10.2208,25.0,138.0,250.0,2.857142857142857,1.0,7.664
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,21.0,3.0,0.7499999687500013,0.04887983696765817,15.702702702702704,0.5438898450946644,6.498637019118947,15.702702702702704,316.0,581.0,2.7836879432624113,2.0,7.337349397590361
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,21.0,2.0,0.8260869206049165,0.045186640382737446,14.707317073170731,0.5290215588723052,6.094535452817215,14.707317073170731,319.0,602.0,2.7860780984719864,1.0,7.3156146179401995
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,5.0,1.0,0.6666665555555741,0.03846153821499014,24.0,0.625,9.850000000000001,24.0,105.0,168.0,3.231707317073171,1.0,8.363095238095237
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,7.0,4.0,0.2727272479338866,0.04583333314236111,14.4,0.4930555555555556,5.957222222222223,14.4,142.0,287.0,2.847272727272727,2.0,7.331010452961673
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,8.0,3.0,0.4545454132231443,0.05641025612097304,18.666666666666668,0.5491071428571429,7.686309523809524,18.666666666666668,123.0,224.0,2.9545454545454546,1.0,7.870535714285714
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,7.0,5.0,0.16666665277777895,0.048979591636818,14.5,0.4827586206896552,5.993103448275862,14.5,140.0,290.0,2.7829181494661923,1.0,7.4206896551724135
